discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,year
Judo,beijing-2008,- 48 kg - extralightweight women,Women,SILVER,Athlete,,Yanet BERMOY ACOSTA,Cuba,CUB,2008
Judo,beijing-2008,- 48 kg - extralightweight women,Women,BRONZE,Athlete,,Paula PARETO,Argentina,ARG,2008
Judo,beijing-2008,- 48 kg - extralightweight women,Women,BRONZE,Athlete,,Ryoko TANI,Japan,JPN,2008
Judo,beijing-2008,63  70kg middleweight women,Women,GOLD,Athlete,,Masae UENO,Japan,JPN,2008
Judo,beijing-2008,63  70kg middleweight women,Women,SILVER,Athlete,,Anaysi HERNANDEZ,Cuba,CUB,2008
Judo,beijing-2008,63  70kg middleweight women,Women,BRONZE,Athlete,,Edith BOSCH,Netherlands,NED,2008
Judo,beijing-2008,63  70kg middleweight women,Women,BRONZE,Athlete,,Ronda ROUSEY,United States of America,USA,2008
Judo,beijing-2008,48  52kg halflightweight women,Women,GOLD,Athlete,,Dongmei XIAN,People's Republic of China,CHN,2008
Judo,beijing-2008,48  52kg halflightweight women,Women,SILVER,Athlete,,Kum Ae AN,Democratic People's Republic of Korea,PRK,2008
Judo,beijing-2008,48  52kg halflightweight women,Women,BRONZE,Athlete,,Soraya HADDAD,Algeria,ALG,2008
Judo,beijing-2008,48  52kg halflightweight women,Women,BRONZE,Athlete,,Misato NAKAMURA,Japan,JPN,2008
Judo,beijing-2008,90  100kg halfheavyweight men,Men,GOLD,Athlete,,Tuvshinbayar NAIDAN,Mongolia,MGL,2008
Judo,beijing-2008,90  100kg halfheavyweight men,Men,SILVER,Athlete,,Askhat ZHITKEYEV,Kazakhstan,KAZ,2008
Judo,beijing-2008,90  100kg halfheavyweight men,Men,BRONZE,Athlete,,Henk GROL,Netherlands,NED,2008
Judo,beijing-2008,90  100kg halfheavyweight men,Men,BRONZE,Athlete,,Movlud MIRALIYEV,Azerbaijan,AZE,2008
Judo,beijing-2008,66  73kg lightweight men,Men,GOLD,Athlete,,Elnur MAMMADLI,Azerbaijan,AZE,2008
Judo,beijing-2008,66  73kg lightweight men,Men,SILVER,Athlete,,Ki-Chun WANG,Republic of Korea,KOR,2008
Judo,beijing-2008,66  73kg lightweight men,Men,BRONZE,Athlete,,Rasul BOQIEV,Tajikistan,TJK,2008
Judo,beijing-2008,66  73kg lightweight men,Men,BRONZE,Athlete,,Leandro GUILHEIRO,Brazil,BRA,2008
Judo,beijing-2008,78kg heavyweight women,Women,GOLD,Athlete,,Wen TONG,People's Republic of China,CHN,2008
Judo,beijing-2008,78kg heavyweight women,Women,SILVER,Athlete,,Maki TSUKADA,Japan,JPN,2008
Judo,beijing-2008,78kg heavyweight women,Women,BRONZE,Athlete,,Idalys ORTIZ,Cuba,CUB,2008
Judo,beijing-2008,78kg heavyweight women,Women,BRONZE,Athlete,,Lucija POLAVDER,Slovenia,SLO,2008
Judo,beijing-2008,+ 100kg (heavyweight) men,Men,GOLD,Athlete,,Satoshi ISHII,Japan,JPN,2008
Judo,beijing-2008,+ 100kg (heavyweight) men,Men,SILVER,Athlete,,Abdullo TANGRIEV,Uzbekistan,UZB,2008
Judo,beijing-2008,+ 100kg (heavyweight) men,Men,BRONZE,Athlete,,Oscar BRAYSON,Cuba,CUB,2008
Judo,beijing-2008,+ 100kg (heavyweight) men,Men,BRONZE,Athlete,,Teddy RINER,France,FRA,2008
Judo,beijing-2008,81  90kg middleweight men,Men,GOLD,Athlete,,Irakli TSIREKIDZE,Georgia,GEO,2008
Judo,beijing-2008,81  90kg middleweight men,Men,SILVER,Athlete,,Amar BENIKHLEF,Algeria,ALG,2008
Judo,beijing-2008,81  90kg middleweight men,Men,BRONZE,Athlete,,Sergei ASCHWANDEN,Switzerland,SUI,2008
Judo,beijing-2008,81  90kg middleweight men,Men,BRONZE,Athlete,,Hesham MISBAH,Egypt,EGY,2008
Judo,beijing-2008,52  57kg lightweight women,Women,GOLD,Athlete,,Giulia QUINTAVALLE,Italy,ITA,2008
Judo,beijing-2008,52  57kg lightweight women,Women,SILVER,Athlete,,Deborah GRAVENSTIJN,Netherlands,NED,2008
Judo,beijing-2008,52  57kg lightweight women,Women,BRONZE,Athlete,,Ketleyn QUADROS,Brazil,BRA,2008
Judo,beijing-2008,52  57kg lightweight women,Women,BRONZE,Athlete,,Yan XU,People's Republic of China,CHN,2008
Judo,beijing-2008,57 - 63kg (half-middleweight) women,Women,GOLD,Athlete,,Ayumi TANIMOTO,Japan,JPN,2008
Judo,beijing-2008,57 - 63kg (half-middleweight) women,Women,SILVER,Athlete,,Lucie DECOSSE,France,FRA,2008
Judo,beijing-2008,57 - 63kg (half-middleweight) women,Women,BRONZE,Athlete,,Elisabeth WILLEBOORDSE,Netherlands,NED,2008
Judo,beijing-2008,57 - 63kg (half-middleweight) women,Women,BRONZE,Athlete,,Ok Im WON,Democratic People's Republic of Korea,PRK,2008
Volleyball,beijing-2008,volleyball women,Women,GOLD,GameTeam,Brazil team,,Brazil,BRA,2008
Volleyball,beijing-2008,volleyball women,Women,SILVER,GameTeam,United States team,,United States of America,USA,2008
Volleyball,beijing-2008,volleyball women,Women,BRONZE,GameTeam,People's Republic of China team,,People's Republic of China,CHN,2008
Volleyball,beijing-2008,volleyball men,Men,GOLD,GameTeam,United States team,,United States of America,USA,2008
Volleyball,beijing-2008,volleyball men,Men,SILVER,GameTeam,Brazil team,,Brazil,BRA,2008
Volleyball,beijing-2008,volleyball men,Men,BRONZE,GameTeam,Russian Federation team,,Russian Federation,RUS,2008
Equestrian Jumping,beijing-2008,team mixed,Open,GOLD,GameTeam,United States team,,United States of America,USA,2008
Equestrian Jumping,beijing-2008,team mixed,Open,SILVER,GameTeam,Canada team,,Canada,CAN,2008
Equestrian Jumping,beijing-2008,team mixed,Open,BRONZE,GameTeam,Switzerland team,,Switzerland,SUI,2008
Equestrian Jumping,beijing-2008,individual mixed,Open,GOLD,Athlete,,Eric LAMAZE,Canada,CAN,2008
Equestrian Jumping,beijing-2008,individual mixed,Open,SILVER,Athlete,,Rolf-Goran BENGTSSON,Sweden,SWE,2008
Equestrian Jumping,beijing-2008,individual mixed,Open,BRONZE,Athlete,,Beezie MADDEN,United States of America,USA,2008
Weightlifting,beijing-2008,105kg heavyweight men,Men,GOLD,Athlete,,Andrey Aryamnov,Belarus,BLR,2008
Weightlifting,beijing-2008,105kg heavyweight men,Men,SILVER,Athlete,,Dmitriy KLOKOV,Russian Federation,RUS,2008
Weightlifting,beijing-2008,105kg heavyweight men,Men,BRONZE,Athlete,,Marcin DOLEGA,Poland,POL,2008
Weightlifting,beijing-2008,94kg men,Men,GOLD,Athlete,,Szymon KOLECKI,Poland,POL,2008
Weightlifting,beijing-2008,94kg men,Men,SILVER,Athlete,,Arsen KASABIJEW,Georgia,GEO,2008
Weightlifting,beijing-2008,94kg men,Men,BRONZE,Athlete,,Yohandrys HERNANDEZ,Cuba,CUB,2008
Weightlifting,beijing-2008,85kg men,Men,GOLD,Athlete,,Yong LU,People's Republic of China,CHN,2008
Weightlifting,beijing-2008,85kg men,Men,SILVER,Athlete,,Tigran Varban MARTIROSYAN,Armenia,ARM,2008
Weightlifting,beijing-2008,85kg men,Men,BRONZE,Athlete,,Jadier VALLADARES,Cuba,CUB,2008
Weightlifting,beijing-2008,69kg women,Women,GOLD,Athlete,,Oxana SLIVENKO,Russian Federation,RUS,2008
Weightlifting,beijing-2008,69kg women,Women,SILVER,Athlete,,Leidy Yessenia SOLIS ARBOLEDA,Colombia,COL,2008
Weightlifting,beijing-2008,69kg women,Women,BRONZE,Athlete,,Abir KHALIL,Egypt,EGY,2008
Weightlifting,beijing-2008,56kg bantamweight men,Men,GOLD,Athlete,,Qingquan LONG,People's Republic of China,CHN,2008
Weightlifting,beijing-2008,56kg bantamweight men,Men,SILVER,Athlete,,Anh Tuan HOANG,Vietnam,VIE,2008
Weightlifting,beijing-2008,56kg bantamweight men,Men,BRONZE,Athlete,,Eko Yuli IRAWAN,Indonesia,INA,2008
Weightlifting,beijing-2008,48kg women,Women,GOLD,Athlete,,Wei-Ling CHEN,Chinese Taipei,TPE,2008
Weightlifting,beijing-2008,48kg women,Women,SILVER,Athlete,,Jeong-Hwa Im,Republic of Korea,KOR,2008
Weightlifting,beijing-2008,48kg women,Women,BRONZE,Athlete,,Pensiri LAOSIRIKUL,Thailand,THA,2008
Weightlifting,beijing-2008,75kg women,Women,GOLD,Athlete,,Alla VAZHENINA,Kazakhstan,KAZ,2008
Weightlifting,beijing-2008,75kg women,Women,SILVER,Athlete,,Lidia VALENTIN PEREZ,Spain,ESP,2008
Weightlifting,beijing-2008,75kg women,Women,BRONZE,Athlete,,Damaris AGUIRRE,Mexico,MEX,2008
Weightlifting,beijing-2008,105kg superheavyweight men,Men,GOLD,Athlete,,Matthias STEINER,Germany,GER,2008
Weightlifting,beijing-2008,105kg superheavyweight men,Men,SILVER,Athlete,,Evgeny CHIGISHEV,Russian Federation,RUS,2008
Weightlifting,beijing-2008,105kg superheavyweight men,Men,BRONZE,Athlete,,Viktors SCERBATIHS,Latvia,LAT,2008
Weightlifting,beijing-2008,63kg women,Women,GOLD,Athlete,,Hyon Suk PAK,Democratic People's Republic of Korea,PRK,2008
Weightlifting,beijing-2008,63kg women,Women,SILVER,Athlete,,Ying-Chi LU,Chinese Taipei,TPE,2008
Weightlifting,beijing-2008,63kg women,Women,BRONZE,Athlete,,Christine GIRARD,Canada,CAN,2008
Weightlifting,beijing-2008,69kg men,Men,GOLD,Athlete,,Hui LIAO,People's Republic of China,CHN,2008
Weightlifting,beijing-2008,69kg men,Men,SILVER,Athlete,,Vencelas DABAYA TIENTCHEU,France,FRA,2008
Weightlifting,beijing-2008,69kg men,Men,BRONZE,Athlete,,Yordanis BORRERO,Cuba,CUB,2008
Weightlifting,beijing-2008,62kg featherweight men,Men,GOLD,Athlete,,Xiangxiang ZHANG,People's Republic of China,CHN,2008
Weightlifting,beijing-2008,62kg featherweight men,Men,SILVER,Athlete,,Diego Fernando SALAZAR,Colombia,COL,2008
Weightlifting,beijing-2008,62kg featherweight men,Men,BRONZE,Athlete,,TRIYATNO ,Indonesia,INA,2008
Weightlifting,beijing-2008,+75kg women,Women,GOLD,Athlete,,Mi-Ran JANG,Republic of Korea,KOR,2008
Weightlifting,beijing-2008,+75kg women,Women,SILVER,Athlete,,Ele OPELOGE,Samoa,SAM,2008
Weightlifting,beijing-2008,+75kg women,Women,BRONZE,Athlete,,Maryam USMAN,Nigeria,NGR,2008
Weightlifting,beijing-2008,58kg women,Women,GOLD,Athlete,,Yanqing CHEN,People's Republic of China,CHN,2008
Weightlifting,beijing-2008,58kg women,Women,SILVER,Athlete,,Jong Ae O,Democratic People's Republic of Korea,PRK,2008
Weightlifting,beijing-2008,58kg women,Women,BRONZE,Athlete,,Wandee KAMEAIM,Thailand,THA,2008
Weightlifting,beijing-2008,77kg men,Men,GOLD,Athlete,,Jaehyouk SA,Republic of Korea,KOR,2008
Weightlifting,beijing-2008,77kg men,Men,SILVER,Athlete,,Hongli LI,People's Republic of China,CHN,2008
Weightlifting,beijing-2008,77kg men,Men,BRONZE,Athlete,,Gevorg DAVTYAN,Armenia,ARM,2008
Weightlifting,beijing-2008,53kg women,Women,GOLD,Athlete,,Prapawadee JAROENRATTANATARAKOON,Thailand,THA,2008
Weightlifting,beijing-2008,53kg women,Women,SILVER,Athlete,,Jinhee YOON,Republic of Korea,KOR,2008
Weightlifting,beijing-2008,53kg women,Women,BRONZE,Athlete,,Raema Lisa RUMBEWAS,Indonesia,INA,2008
Diving,beijing-2008,3m springboard men,Men,GOLD,Athlete,,Chong HE,People's Republic of China,CHN,2008
Diving,beijing-2008,3m springboard men,Men,SILVER,Athlete,,Alexandre DESPATIE,Canada,CAN,2008
Diving,beijing-2008,3m springboard men,Men,BRONZE,Athlete,,Kai QIN,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,Jingjing GUO,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 3m springboard women,Women,GOLD,GameTeam,People's Republic of China team,Minxia WU,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Russian Federation team,Ioulia PAKHALINA,Russian Federation,RUS,2008
Diving,beijing-2008,synchronized diving 3m springboard women,Women,SILVER,GameTeam,Russian Federation team,Anastasia POZDNYAKOVA,Russian Federation,RUS,2008
Diving,beijing-2008,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Germany team,Ditte KOTZIAN,Germany,GER,2008
Diving,beijing-2008,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,Germany team,Heike FISCHER,Germany,GER,2008
Diving,beijing-2008,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,Yue LIN,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 10m platform men,Men,GOLD,GameTeam,People's Republic of China team,Liang HUO,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 10m platform men,Men,SILVER,GameTeam,Germany team,Patrick HAUSDING,Germany,GER,2008
Diving,beijing-2008,synchronized diving 10m platform men,Men,SILVER,GameTeam,Germany team,Sascha KLEIN,Germany,GER,2008
Diving,beijing-2008,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Russian Federation team,Gleb GALPERIN,Russian Federation,RUS,2008
Diving,beijing-2008,synchronized diving 10m platform men,Men,BRONZE,GameTeam,Russian Federation team,Dmitriy DOBROSKOK,Russian Federation,RUS,2008
Diving,beijing-2008,3m springboard women,Women,GOLD,Athlete,,Jingjing GUO,People's Republic of China,CHN,2008
Diving,beijing-2008,3m springboard women,Women,SILVER,Athlete,,Ioulia PAKHALINA,Russian Federation,RUS,2008
Diving,beijing-2008,3m springboard women,Women,BRONZE,Athlete,,Minxia WU,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 3m springboard men,Men,GOLD,GameTeam,People's Republic of China team,Feng WANG,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 3m springboard men,Men,GOLD,GameTeam,People's Republic of China team,Kai QIN,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Russian Federation team,Dmitry SAUTIN,Russian Federation,RUS,2008
Diving,beijing-2008,synchronized diving 3m springboard men,Men,SILVER,GameTeam,Russian Federation team,Yuriy KUNAKOV,Russian Federation,RUS,2008
Diving,beijing-2008,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Ukraine team,Illya KVASHA,Ukraine,UKR,2008
Diving,beijing-2008,synchronized diving 3m springboard men,Men,BRONZE,GameTeam,Ukraine team,Oleksiy PRYGOROV,Ukraine,UKR,2008
Diving,beijing-2008,10m platform women,Women,GOLD,Athlete,,Ruolin CHEN,People's Republic of China,CHN,2008
Diving,beijing-2008,10m platform women,Women,SILVER,Athlete,,Emilie HEYMANS,Canada,CAN,2008
Diving,beijing-2008,10m platform women,Women,BRONZE,Athlete,,Xin WANG,People's Republic of China,CHN,2008
Diving,beijing-2008,10m platform men,Men,GOLD,Athlete,,Matthew MITCHAM,Australia,AUS,2008
Diving,beijing-2008,10m platform men,Men,SILVER,Athlete,,Luxin ZHOU,People's Republic of China,CHN,2008
Diving,beijing-2008,10m platform men,Men,BRONZE,Athlete,,Gleb GALPERIN,Russian Federation,RUS,2008
Diving,beijing-2008,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,Xin WANG,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 10m platform women,Women,GOLD,GameTeam,People's Republic of China team,Ruolin CHEN,People's Republic of China,CHN,2008
Diving,beijing-2008,synchronized diving 10m platform women,Women,SILVER,GameTeam,Australia team,Briony COLE,Australia,AUS,2008
Diving,beijing-2008,synchronized diving 10m platform women,Women,SILVER,GameTeam,Australia team,Melissa WU,Australia,AUS,2008
Diving,beijing-2008,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Mexico team,Paola ESPINOSA SANCHEZ,Mexico,MEX,2008
Diving,beijing-2008,synchronized diving 10m platform women,Women,BRONZE,GameTeam,Mexico team,Tatiana ORTIZ,Mexico,MEX,2008
Softball,beijing-2008,softball women,Women,GOLD,GameTeam,Japan team,,Japan,JPN,2008
Softball,beijing-2008,softball women,Women,SILVER,GameTeam,United States team,,United States of America,USA,2008
Softball,beijing-2008,softball women,Women,BRONZE,GameTeam,Australia team,,Australia,AUS,2008
Cycling Mountain Bike,beijing-2008,cross-country men,Men,GOLD,Athlete,,Julien ABSALON,France,FRA,2008
Cycling Mountain Bike,beijing-2008,cross-country men,Men,SILVER,Athlete,,Jean-Christophe PERAUD,France,FRA,2008
Cycling Mountain Bike,beijing-2008,cross-country men,Men,BRONZE,Athlete,,Nino SCHURTER,Switzerland,SUI,2008
Cycling Mountain Bike,beijing-2008,cross-country women,Women,GOLD,Athlete,,Sabine SPITZ,Germany,GER,2008
Cycling Mountain Bike,beijing-2008,cross-country women,Women,SILVER,Athlete,,Maja WLOSZCZOWSKA,Poland,POL,2008
Cycling Mountain Bike,beijing-2008,cross-country women,Women,BRONZE,Athlete,,Irina KALENTYEVA,Russian Federation,RUS,2008
Equestrian Eventing,beijing-2008,individual mixed,Open,GOLD,Athlete,,Hinrich ROMEIKE,Germany,GER,2008
Equestrian Eventing,beijing-2008,individual mixed,Open,SILVER,Athlete,,Gina MILES,United States of America,USA,2008
Equestrian Eventing,beijing-2008,individual mixed,Open,BRONZE,Athlete,,Kristina COOK,Great Britain,GBR,2008
Equestrian Eventing,beijing-2008,team mixed,Open,GOLD,GameTeam,Germany team,,Germany,GER,2008
Equestrian Eventing,beijing-2008,team mixed,Open,SILVER,GameTeam,Australia team,,Australia,AUS,2008
Equestrian Eventing,beijing-2008,team mixed,Open,BRONZE,GameTeam,Great Britain team,,Great Britain,GBR,2008
Sailing,beijing-2008,Laser - One Person Dinghy men,Men,GOLD,Athlete,,Paul GOODISON,Great Britain,GBR,2008
Sailing,beijing-2008,Laser - One Person Dinghy men,Men,SILVER,Athlete,,Vasilij ZBOGAR,Slovenia,SLO,2008
Sailing,beijing-2008,Laser - One Person Dinghy men,Men,BRONZE,Athlete,,Diego Emilio ROMERO,Italy,ITA,2008
Sailing,beijing-2008,Tornado - Multihull mixed,Open,GOLD,GameTeam,Spain team,Fernando ECHAVARRI,Spain,ESP,2008
Sailing,beijing-2008,Tornado - Multihull mixed,Open,GOLD,GameTeam,Spain team,Anton PAZ BLANCO,Spain,ESP,2008
Sailing,beijing-2008,Tornado - Multihull mixed,Open,SILVER,GameTeam,Australia team,Darren BUNDOCK,Australia,AUS,2008
Sailing,beijing-2008,Tornado - Multihull mixed,Open,SILVER,GameTeam,Australia team,Glenn ASHBY,Australia,AUS,2008
Sailing,beijing-2008,Tornado - Multihull mixed,Open,BRONZE,GameTeam,Argentina team,Santiago LANGE,Argentina,ARG,2008
Sailing,beijing-2008,Tornado - Multihull mixed,Open,BRONZE,GameTeam,Argentina team,Carlos ESPINOLA,Argentina,ARG,2008
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,GOLD,GameTeam,Australia team,Elise RECHICHI,Australia,AUS,2008
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,GOLD,GameTeam,Australia team,Tessa PARKINSON,Australia,AUS,2008
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,SILVER,GameTeam,Netherlands team,Marcelien BOS-DE KONING,Netherlands,NED,2008
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,SILVER,GameTeam,Netherlands team,Lobke BERKHOUT,Netherlands,NED,2008
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,Brazil team,Fernanda OLIVEIRA,Brazil,BRA,2008
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,Brazil team,Isabel SWAN,Brazil,BRA,2008
Sailing,beijing-2008,RSX - Windsurfer women,Women,GOLD,Athlete,,Jian YIN,People's Republic of China,CHN,2008
Sailing,beijing-2008,RSX - Windsurfer women,Women,SILVER,Athlete,,Alessandra SENSINI,Italy,ITA,2008
Sailing,beijing-2008,RSX - Windsurfer women,Women,BRONZE,Athlete,,Bryony SHAW,Great Britain,GBR,2008
Sailing,beijing-2008,Yngling - Keelboat women,Women,GOLD,GameTeam,Great Britain team,,Great Britain,GBR,2008
Sailing,beijing-2008,Yngling - Keelboat women,Women,SILVER,GameTeam,Netherlands team,,Netherlands,NED,2008
Sailing,beijing-2008,Yngling - Keelboat women,Women,BRONZE,GameTeam,Greece team,,Greece,GRE,2008
Sailing,beijing-2008,49er - Skiff mixed,Open,GOLD,GameTeam,Denmark team,Jonas WARRER,Denmark,DEN,2008
Sailing,beijing-2008,49er - Skiff mixed,Open,GOLD,GameTeam,Denmark team,Martin Kirketerp IBSEN,Denmark,DEN,2008
Sailing,beijing-2008,49er - Skiff mixed,Open,SILVER,GameTeam,Spain team,Iker MARTINEZ,Spain,ESP,2008
Sailing,beijing-2008,49er - Skiff mixed,Open,SILVER,GameTeam,Spain team,Xabier FERNANDEZ GAZTANAGA,Spain,ESP,2008
Sailing,beijing-2008,49er - Skiff mixed,Open,BRONZE,GameTeam,Germany team,Jan Peter PECKOLT,Germany,GER,2008
Sailing,beijing-2008,49er - Skiff mixed,Open,BRONZE,GameTeam,Germany team,Hannes PECKOLT,Germany,GER,2008
Sailing,beijing-2008,Laser Radial - One Person Dinghy women,Women,GOLD,Athlete,,Anna TUNNICLIFFE,United States of America,USA,2008
Sailing,beijing-2008,Laser Radial - One Person Dinghy women,Women,SILVER,Athlete,,Gintare SCHEIDT,Lithuania,LTU,2008
Sailing,beijing-2008,Laser Radial - One Person Dinghy women,Women,BRONZE,Athlete,,Lijia XU,People's Republic of China,CHN,2008
Sailing,beijing-2008,RSX - Windsurfer men,Men,GOLD,Athlete,,Tom ASHLEY,New Zealand,NZL,2008
Sailing,beijing-2008,RSX - Windsurfer men,Men,SILVER,Athlete,,Julien BONTEMPS,France,FRA,2008
Sailing,beijing-2008,RSX - Windsurfer men,Men,BRONZE,Athlete,,Shahar ZUBARI,Israel,ISR,2008
Sailing,beijing-2008,Star - Keelboat men,Men,GOLD,GameTeam,Great Britain team,Iain PERCY,Great Britain,GBR,2008
Sailing,beijing-2008,Star - Keelboat men,Men,GOLD,GameTeam,Great Britain team,Andrew SIMPSON,Great Britain,GBR,2008
Sailing,beijing-2008,Star - Keelboat men,Men,SILVER,GameTeam,Brazil team,Robert SCHEIDT,Brazil,BRA,2008
Sailing,beijing-2008,Star - Keelboat men,Men,SILVER,GameTeam,Brazil team,Bruno PRADA,Brazil,BRA,2008
Sailing,beijing-2008,Star - Keelboat men,Men,BRONZE,GameTeam,Sweden team,Fredrik LOOF,Sweden,SWE,2008
Sailing,beijing-2008,Star - Keelboat men,Men,BRONZE,GameTeam,Sweden team,Anders EKSTROM,Sweden,SWE,2008
Sailing,beijing-2008,Finn - Heavyweight Dinghy mixed,Open,GOLD,Athlete,,Ben AINSLIE,Great Britain,GBR,2008
Sailing,beijing-2008,Finn - Heavyweight Dinghy mixed,Open,SILVER,Athlete,,Zach RAILEY,United States of America,USA,2008
Sailing,beijing-2008,Finn - Heavyweight Dinghy mixed,Open,BRONZE,Athlete,,Guillaume FLORENT,France,FRA,2008
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Australia team,Nathan WILMOT,Australia,AUS,2008
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,GOLD,GameTeam,Australia team,Malcolm PAGE,Australia,AUS,2008
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Great Britain team,Nicholas ROGERS,Great Britain,GBR,2008
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,SILVER,GameTeam,Great Britain team,Joe GLANFIELD,Great Britain,GBR,2008
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,France team,Nicolas CHARBONNIER,France,FRA,2008
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,France team,Olivier BAUSSET,France,FRA,2008
Shooting,beijing-2008,skeet (125 targets) men,Men,GOLD,Athlete,,Vincent HANCOCK,United States of America,USA,2008
Shooting,beijing-2008,skeet (125 targets) men,Men,SILVER,Athlete,,Tore BROVOLD,Norway,NOR,2008
Shooting,beijing-2008,skeet (125 targets) men,Men,BRONZE,Athlete,,Anthony TERRAS,France,FRA,2008
Shooting,beijing-2008,10m air rifle 60 shots men,Men,GOLD,Athlete,,Abhinav BINDRA,India,IND,2008
Shooting,beijing-2008,10m air rifle 60 shots men,Men,SILVER,Athlete,,Qinan ZHU,People's Republic of China,CHN,2008
Shooting,beijing-2008,10m air rifle 60 shots men,Men,BRONZE,Athlete,,Henri HAKKINEN,Finland,FIN,2008
Shooting,beijing-2008,10m air pistol 40 shots women,Women,GOLD,Athlete,,Wenjun GUO,People's Republic of China,CHN,2008
Shooting,beijing-2008,10m air pistol 40 shots women,Women,SILVER,Athlete,,Natalia PADERINA,Russian Federation,RUS,2008
Shooting,beijing-2008,10m air pistol 40 shots women,Women,BRONZE,Athlete,,Nino SALUKVADZE,Georgia,GEO,2008
Shooting,beijing-2008,trap 125 targets men,Men,GOLD,Athlete,,David KOSTELECKY,Czech Republic,CZE,2008
Shooting,beijing-2008,trap 125 targets men,Men,SILVER,Athlete,,Giovanni PELLIELO,Italy,ITA,2008
Shooting,beijing-2008,trap 125 targets men,Men,BRONZE,Athlete,,Alexei ALIPOV,Russian Federation,RUS,2008
Shooting,beijing-2008,25m pistol 3030 shots women,Women,GOLD,Athlete,,Ying CHEN,People's Republic of China,CHN,2008
Shooting,beijing-2008,25m pistol 3030 shots women,Women,SILVER,Athlete,,Gundegmaa OTRYAD,Mongolia,MGL,2008
Shooting,beijing-2008,25m pistol 3030 shots women,Women,BRONZE,Athlete,,Munkhbayar DORJSUREN,Germany,GER,2008
Shooting,beijing-2008,50m rifle 3 positions 3x20 shots women,Women,GOLD,Athlete,,Li Du,People's Republic of China,CHN,2008
Shooting,beijing-2008,50m rifle 3 positions 3x20 shots women,Women,SILVER,Athlete,,Katerina EMMONS,Czech Republic,CZE,2008
Shooting,beijing-2008,50m rifle 3 positions 3x20 shots women,Women,BRONZE,Athlete,,Eglys CRUZ,Cuba,CUB,2008
Shooting,beijing-2008,10m air pistol 60 shots men,Men,GOLD,Athlete,,Wei PANG,People's Republic of China,CHN,2008
Shooting,beijing-2008,10m air pistol 60 shots men,Men,SILVER,Athlete,,Jong Oh JIN,Republic of Korea,KOR,2008
Shooting,beijing-2008,10m air pistol 60 shots men,Men,BRONZE,Athlete,,Jason TURNER,United States of America,USA,2008
Shooting,beijing-2008,25m rapid fire pistol 60 shots men,Men,GOLD,Athlete,,Oleksandr PETRIV,Ukraine,UKR,2008
Shooting,beijing-2008,25m rapid fire pistol 60 shots men,Men,SILVER,Athlete,,Ralf SCHUMANN,Germany,GER,2008
Shooting,beijing-2008,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,,Christian REITZ,Germany,GER,2008
Shooting,beijing-2008,10m air rifle 40 shots women,Women,GOLD,Athlete,,Katerina EMMONS,Czech Republic,CZE,2008
Shooting,beijing-2008,10m air rifle 40 shots women,Women,SILVER,Athlete,,Lyubov GALKINA,Russian Federation,RUS,2008
Shooting,beijing-2008,10m air rifle 40 shots women,Women,BRONZE,Athlete,,Snjezana PEJCIC,Croatia,CRO,2008
Shooting,beijing-2008,50m pistol 60 shots men,Men,GOLD,Athlete,,Jong Oh JIN,Republic of Korea,KOR,2008
Shooting,beijing-2008,50m pistol 60 shots men,Men,SILVER,Athlete,,Zongliang TAN,People's Republic of China,CHN,2008
